date,temperature_2m_mean,precipitation_sum,soil_moisture_0_to_10cm_mean
1950-03-21 00:00:00+00:00,2.575118,2.1598246,0.3727005
1950-03-22 00:00:00+00:00,3.825673,3.2380316,0.38051447
1950-03-23 00:00:00+00:00,5.126229,0.16596584,0.37932852
1950-03-24 00:00:00+00:00,4.226784,2.07349,0.37414247
1950-03-25 00:00:00+00:00,4.9773393,2.321101,0.37995645
1950-03-26 00:00:00+00:00,4.277895,0.0,0.37477043
1950-03-27 00:00:00+00:00,5.62845,4.388972,0.37458444
1950-03-28 00:00:00+00:00,4.1290064,3.227962,0.3883984
1950-03-29 00:00:00+00:00,3.979561,0.0,0.37521243
1950-03-30 00:00:00+00:00,6.6301165,0.0,0.3670264
1950-03-31 00:00:00+00:00,7.3306723,0.0,0.36084038
1950-04-01 00:00:00+00:00,9.181227,0.0,0.35365435
1950-04-02 00:00:00+00:00,8.131783,0.0,0.34646836
1950-04-03 00:00:00+00:00,8.98234,0.0,0.33928236
1950-04-04 00:00:00+00:00,8.882894,0.0,0.33309633
1950-04-05 00:00:00+00:00,7.3334494,0.0,0.32791027
1950-04-06 00:00:00+00:00,6.9840045,0.32957572,0.3237243
1950-04-07 00:00:00+00:00,6.334561,0.5764728,0.32353827
1950-04-08 00:00:00+00:00,4.485116,0.82312775,0.32335222
1950-04-09 00:00:00+00:00,3.335672,0.16454495,0.32116622
1950-04-10 00:00:00+00:00,3.586227,0.5756264,0.3169802
1950-04-11 00:00:00+00:00,5.436783,0.16438477,0.31379423
1950-04-12 00:00:00+00:00,6.4873376,0.41076308,0.30960822
1950-04-13 00:00:00+00:00,7.0878925,0.0,0.30642217
1950-04-14 00:00:00+00:00,7.3384495,0.7386623,0.30223614
1950-04-15 00:00:00+00:00,9.239005,0.9844121,0.30705017
1950-04-16 00:00:00+00:00,9.789559,0.0,0.30586416
1950-04-17 00:00:00+00:00,10.790115,0.08195635,0.30067813
1950-04-18 00:00:00+00:00,13.790669,0.08191761,0.29749212
1950-04-19 00:00:00+00:00,10.741226,0.08187903,0.2933061
1950-04-20 00:00:00+00:00,13.441783,0.08184063,0.2891201
1950-04-21 00:00:00+00:00,13.092337,0.0,0.28193402
1950-04-22 00:00:00+00:00,11.542892,0.3270572,0.27574807
1950-04-23 00:00:00+00:00,11.843448,4.2497716,0.28156206
